Ticker,LTP,Fair Price,EPS,PE,ROE,PB,Beta,Dividend Yield,Revenue,Net Profit,Gross Profit,Net Income,Net Profit Margin,Book Value,Assets,Liabilities,Equities
NTC,875.00,735.80,45.05,19.42,0.09,1.64,0.87,0.05,10648793.00,2027432.00,9131871.00,2027432.00,0.19,534.08,159832515.0,63698599.0,96133915.0
